代號,名稱,TESG評等季度_x,TESG評等公告日_x,採用永續報告書年度_x,採用永續報告書是否驗證_x,交易所產業名_x,SASB主產業_x,SASB子產業_x,TESG等級,TESG分數,TESG升降等,TESG全產業排名,TESG_SASB主產業排名,TESG_SASB子產業排名,TESG_交易所產業排名,事件雷達轉換計分,環境構面分數,社會構面分數,公司治理構面分數,環境構面_SASB主產業排名,環境構面_SASB子產業排名,社會構面_SASB主產業排名,社會構面_SASB子產業排名,公司治理構面_SASB主產業排名,公司治理構面_SASB子產業排名,年度,TESG評等季度_y,TESG評等公告日_y,採用永續報告書年度_y,採用永續報告書是否驗證_y,交易所產業名_y,SASB主產業_y,SASB子產業_y,溫室氣體排放_分數,能源管理_分數,用水及廢水管理_分數,廢棄物及有毒物質管理_分數,環境構面揭露項_分數,人權及社區關係_分數,資料安全_分數,產品品質及安全_分數,員工資訊統計_分數,員工健康及安全_分數,社會構面揭露項_分數,控制股權與席次_分數,公平對待利害關係人_分數,公司治理資訊透明度_分數,公司治理構面揭露項_分數,管理領導_分數,商業模式和創新程度_分數,溫室氣體排放_SASB主產業排名,溫室氣體排放_SASB子產業排名,能源管理_SASB主產業排名,能源管理_SASB子產業排名,用水及廢水管理_SASB主產業排名,用水及廢水管理_SASB子產業排名,廢棄物及有毒物質管理_SASB主產業排名,廢棄物及有毒物質管理_SASB子產業排名,環境構面揭露項_SASB主產業排名,環境構面揭露項_SASB子產業排名,人權及社區關係_SASB主產業排名,人權及社區關係_SASB子產業排名,資料安全_SASB主產業排名,資料安全_SASB子產業排名,產品品質及安全_SASB主產業排名,產品品質及安全_SASB子產業排名,員工資訊統計_SASB主產業排名,員工資訊統計_SASB子產業排名,員工健康及安全_SASB主產業排名,員工健康及安全_SASB子產業排名,社會構面揭露項_SASB主產業排名,社會構面揭露項_SASB子產業排名,控制權與席次_SASB主產業排名,控制權與席次_SASB子產業排名,公平對待利害關係人_SASB主產業排名,公平對待利害關係人_SASB子產業排名,公司治理資訊透明度_SASB主產業排名,公司治理資訊透明度_SASB子產業排名,公司治理構面揭露項_SASB主產業排名,公司治理構面揭露項_SASB子產業排名,管理領導_SASB主產業排名,管理領導_SASB子產業排名,商業模式和創新程度_SASB主產業排名,商業模式和創新程度_SASB子產業排名,簽證事務所,事務所_產業市佔率_家數／上市櫃興櫃家數 %,事務所_產業市佔率_營收／上市櫃興櫃營收 %,事務所_產業市佔率_資產／上市櫃興櫃資產 %,事務所_產業市佔率排名_家數(上市櫃興櫃),事務所_產業市佔率排名_營收(上市櫃興櫃),事務所_產業市佔率排名_資產(上市櫃興櫃),CPA1_產業市佔率_家數／上市櫃興櫃家數 %,CPA1_產業市佔率_營收／上市櫃興櫃營收 %,CPA1_產業市佔率_資產／上市櫃興櫃資產 %,CPA1_產業市佔率排名_家數(上市櫃興櫃),CPA1_產業市佔率排名_營收(上市櫃興櫃),CPA1_產業市佔率排名_資產(上市櫃興櫃),CPA2_產業市佔率_家數／上市櫃興櫃家數 %,CPA2_產業市佔率_營收／上市櫃興櫃營收 %,CPA2_產業市佔率_資產／上市櫃興櫃資產 %,CPA2_產業市佔率排名_家數(上市櫃興櫃),CPA2_產業市佔率排名_營收(上市櫃興櫃),CPA2_產業市佔率排名_資產(上市櫃興櫃),事務所_產業市佔率_家數／公發家數 %,事務所_產業市佔率_營收／公發營收 %,事務所_產業市佔率_資產／公發資產 %,事務所_產業市佔率排名_家數(公發),事務所_產業市佔率排名_營收(公發),事務所_產業市佔率排名_資產(公發),CPA1_產業市佔率_家數／公發家數 %,CPA1_產業市佔率_營收／公發營收 %,CPA1_產業市佔率_資產／公發資產 %,CPA1_產業市佔率排名_家數(公發),CPA1_產業市佔率排名_營收(公發),CPA1_產業市佔率排名_資產(公發),CPA2_產業市佔率_家數／公發家數 %,CPA2_產業市佔率_營收／公發營收 %,CPA2_產業市佔率_資產／公發資產 %,CPA2_產業市佔率排名_家數(公發),CPA2_產業市佔率排名_營收(公發),CPA2_產業市佔率排名_資產(公發),市值_avg,ROA_avg
2845,遠東銀,2022/12,2022/11/01,2021.0,Y,金融業,金融,商業銀行,A,65.88,-,,,,,98.04,42.69,77.28,61.51,,,,,,,2022,2022/12,2022/11/01,2021.0,Y,金融業,金融,商業銀行,10.92,82.76,10.92,36.21,65.17,85.63,83.91,69.54,84.48,67.24,69.71,30.46,53.45,91.95,70.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,53.85,55.56,55.85,1,1,1,2.56,0.77,1.86,6,25,20,3.85,1.01,3.29,3,17,13,34.07,46.71,47.29,1,1,1,0.96,0.42,0.87,33,33,30,2.39,1.18,3.1,8,20,12,43084501.75,0.2875
2845,遠東銀,2021/12,2022/03/31,2020.0,Y,金融業,金融,商業銀行,A,68.05,↑,,,,,99.75,59.1,81.35,58.24,,,,,,,2021,2021/12,2022/03/31,2020.0,Y,金融業,金融,商業銀行,97.16,82.39,8.52,38.07,66.79,83.52,94.32,73.3,88.07,67.61,70.22,33.52,55.11,73.86,70.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,51.28,53.2,55.48,1,1,1,2.56,0.68,1.81,6,25,19,5.13,1.71,5.44,2,15,5,32.56,44.51,47.16,1,1,1,1.02,0.33,0.85,29,34,31,3.57,1.64,5.12,4,18,6,36985157.5,0.2675
2845,遠東銀,2020/12,2022/03/31,2019.0,Y,金融業,金融,商業銀行,B,55.54,↑,,,,,99.38,70.5,48.56,58.0,,,,,,,2020,2020/12,2022/03/31,2019.0,Y,金融業,金融,商業銀行,97.22,88.33,59.44,41.11,67.43,36.11,0.56,75.0,83.89,88.33,72.11,35.0,52.22,73.33,71.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,50.0,50.53,54.43,1,1,1,2.5,0.67,1.85,10,22,18,6.25,1.71,5.7,1,15,5,32.26,45.05,47.26,1,1,1,1.03,0.35,0.89,25,31,29,3.59,1.59,4.91,8,18,5,35932641.5,0.26
2845,遠東銀,2019/12,2022/03/31,2018.0,Y,金融業,金融,商業銀行,B-,49.35,↑,,,,,61.86,58.77,38.27,57.0,,,,,,,2019,2019/12,2022/03/31,2018.0,Y,金融業,金融,商業銀行,96.2,82.07,10.33,41.85,,36.96,1.63,13.59,87.5,69.02,,34.24,54.89,76.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,52.5,50.29,53.97,1,1,1,2.5,0.75,1.98,10,21,16,6.25,1.9,5.54,1,15,7,36.29,44.92,46.61,1,1,1,1.0,0.39,0.94,27,30,26,3.5,1.69,4.7,8,18,8,39299428.25,0.39499999999999996
2845,遠東銀,2018/12,2022/03/31,2017.0,Y,金融業,金融,商業銀行,C,48.21,↓,,,,,60.99,58.42,36.22,56.5,,,,,,,2018,2018/12,2022/03/31,2017.0,Y,金融業,金融,商業銀行,95.05,86.26,3.85,43.41,,35.71,1.65,12.64,79.67,59.89,,30.22,56.04,77.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,47.5,31.13,39.63,1,1,1,2.5,0.77,1.98,11,25,18,7.5,0.61,1.61,1,26,23,32.28,25.04,32.65,1,3,1,0.99,0.38,0.94,28,31,30,2.97,0.3,0.76,9,34,32,32866658.25,0.365
2845,遠東銀,2017/12,2022/03/31,2016.0,Y,金融業,金融,商業銀行,B,53.95,-,,,,,49.11,72.02,49.94,55.53,,,,,,,2017,2017/12,2022/03/31,2016.0,Y,金融業,金融,商業銀行,93.96,89.01,74.18,43.96,,35.71,43.96,11.54,79.67,62.09,,37.91,57.14,64.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,48.72,26.27,39.78,1,3,1,2.56,0.74,1.94,9,25,18,7.69,0.61,1.61,1,28,25,35.25,22.05,32.87,1,3,2,0.93,0.35,0.9,31,34,32,2.8,0.29,0.75,9,38,35,30146452.75,0.33999999999999997
2845,遠東銀,2016/12,2022/03/31,2015.0,Y,金融業,金融,商業銀行,B,52.34,-,,,,,64.59,45.22,48.52,57.68,,,,,,,2016,2016/12,2022/03/31,2015.0,Y,金融業,金融,商業銀行,60.33,45.11,5.98,46.74,,36.96,42.39,9.78,73.37,60.33,,37.5,56.52,74.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,47.5,24.12,39.16,1,3,1,2.5,0.79,2.02,9,23,16,7.5,0.66,1.66,1,27,23,36.67,20.96,32.83,1,3,2,0.93,0.36,0.93,28,32,29,3.27,0.47,0.87,6,30,30,28205479.0,0.375
2849,安泰銀,2022/12,2022/11/01,2021.0,Y,金融業,金融,商業銀行,B,57.23,-,,,,,93.39,30.2,49.32,71.51,,,,,,,2022,2022/12,2022/11/01,2021.0,Y,金融業,金融,商業銀行,2.87,30.46,0.57,36.21,68.23,35.06,30.46,28.16,64.94,75.29,70.91,93.68,53.45,68.97,69.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,20.51,36.09,28.85,2,2,2,1.28,0.08,0.21,20,42,35,3.85,0.57,1.48,3,27,23,20.0,34.37,31.41,3,2,2,1.44,0.22,0.28,21,41,40,2.39,0.6,0.81,8,30,31,29756887.25,0.33
2849,安泰銀,2021/12,2022/03/31,2020.0,Y,金融業,金融,商業銀行,B,57.1,-,,,,,99.75,31.44,46.93,73.07,,,,,,,2021,2021/12,2022/03/31,2020.0,Y,金融業,金融,商業銀行,2.84,33.52,0.57,38.07,69.51,35.23,30.11,32.95,47.16,63.07,72.54,92.61,55.11,73.86,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,23.08,38.17,29.12,2,2,2,1.28,0.08,0.21,17,45,37,5.13,0.65,1.73,2,26,20,20.93,35.53,31.31,2,2,2,0.51,0.04,0.1,45,59,51,3.06,0.61,0.94,5,30,30,31228664.75,0.47
2849,安泰銀,2020/12,2022/03/31,2019.0,N,金融業,金融,商業銀行,B,56.29,-,,,,,99.38,44.3,43.15,71.4,,,,,,,2020,2020/12,2022/03/31,2019.0,N,金融業,金融,商業銀行,6.11,36.67,60.56,41.11,68.88,36.11,36.11,12.22,33.89,58.33,65.95,95.0,52.22,73.33,65.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,22.5,35.84,27.67,2,2,2,6.25,10.82,7.78,1,3,2,1.25,0.08,0.21,18,39,33,21.77,36.04,31.17,3,2,2,4.1,9.93,5.54,3,3,4,1.03,0.32,0.24,25,32,41,28242852.0,0.4525
2849,安泰銀,2019/12,2022/03/31,2018.0,N,金融業,金融,商業銀行,B,56.88,-,,,,,65.06,42.67,44.15,72.22,,,,,,,2019,2019/12,2022/03/31,2018.0,N,金融業,金融,商業銀行,3.8,37.5,61.41,41.85,,36.96,38.04,12.5,44.02,59.24,,95.11,54.89,76.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,22.5,35.83,28.15,2,2,2,5.0,4.8,6.23,4,7,5,1.25,0.09,0.22,17,37,32,22.58,35.74,32.12,3,2,2,4.0,4.63,5.26,4,9,6,0.5,0.05,0.11,39,53,46,27789415.25,0.435
2849,安泰銀,2018/12,2022/03/31,2017.0,N,金融業,金融,商業銀行,B,54.43,↓,,,,,64.35,31.22,41.64,72.15,,,,,,,2018,2018/12,2022/03/31,2017.0,N,金融業,金融,商業銀行,0.55,39.01,0.55,43.41,,35.71,37.91,13.74,19.23,60.99,,92.86,56.04,77.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,25.0,30.84,27.83,2,2,2,3.75,5.47,5.01,4,7,8,1.25,0.1,0.24,19,39,35,23.62,32.62,32.4,2,1,2,3.47,5.36,4.66,5,7,8,0.5,0.05,0.12,42,50,43,24434617.75,0.41
2849,安泰銀,2017/12,2022/03/31,2016.0,N,金融業,金融,商業銀行,B+,58.83,↓,,,,,63.33,36.06,50.29,72.56,,,,,,,2017,2017/12,2022/03/31,2016.0,N,金融業,金融,商業銀行,11.54,41.21,12.64,43.96,,35.71,43.96,65.93,18.13,72.53,,93.96,57.14,76.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,23.08,33.91,27.26,2,1,2,3.85,5.99,4.99,4,6,6,5.13,0.67,1.85,2,27,22,27.87,35.33,33.15,2,1,1,3.27,5.52,4.54,5,6,7,4.67,2.5,5.12,2,14,4,22335766.75,0.4275
2849,安泰銀,2016/12,2022/03/31,2015.0,N,金融業,金融,商業銀行,A,61.8,-,,,,,62.5,62.74,49.98,72.35,,,,,,,2016,2016/12,2022/03/31,2015.0,N,金融業,金融,商業銀行,61.41,45.11,98.37,46.74,,36.96,42.39,63.04,19.57,74.46,,96.2,56.52,74.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,22.5,34.77,27.3,2,1,2,3.75,5.73,4.97,3,6,7,5.0,0.74,1.93,2,25,19,26.67,35.52,33.35,2,1,1,2.8,5.19,4.41,8,9,9,5.61,5.19,7.37,2,8,1,23368506.25,0.18000000000000002
2850,新產,2022/12,2022/11/01,2021.0,Y,金融業,金融,保險,C-,40.66,↓,,,,,100.0,50.37,42.0,36.91,,,,,,,2022,2022/12,2022/11/01,2021.0,Y,金融業,金融,保險,98.28,30.46,9.77,36.21,70.43,70.69,1.72,37.93,48.85,70.69,67.98,10.92,2.87,68.97,64.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安永聯合,5.13,0.58,0.51,4,4,4,1.28,0.19,0.03,20,38,45,2.56,0.29,0.26,6,32,31,4.44,4.44,2.8,4,4,4,0.48,0.1,0.01,49,51,68,1.91,1.52,0.99,15,19,28,16145709.5,2.855
2850,新產,2021/12,2022/03/31,2020.0,Y,金融業,金融,保險,B-,51.53,↓,,,,,93.35,82.97,63.21,32.67,,,,,,,2021,2021/12,2022/03/31,2020.0,Y,金融業,金融,保險,94.89,74.43,93.75,88.07,68.53,71.59,68.75,39.2,49.43,65.34,67.79,11.93,2.84,48.86,67.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安永聯合,5.13,0.64,0.49,4,4,4,1.28,0.2,0.03,17,36,47,2.56,0.32,0.24,6,32,34,4.65,5.09,2.85,4,4,4,1.53,2.46,1.09,19,13,25,2.04,1.84,1.0,14,16,28,13606156.75,3.365
2850,新產,2020/12,2022/03/31,2019.0,N,金融業,金融,保險,B,54.88,-,,,,,91.46,66.2,62.14,45.31,,,,,,,2020,2020/12,2022/03/31,2019.0,N,金融業,金融,保險,98.33,36.67,90.56,41.11,64.82,73.33,77.78,9.44,57.22,61.67,62.12,9.44,52.22,56.67,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安永聯合,7.5,6.73,3.43,4,4,4,2.5,3.26,1.5,10,11,21,3.75,3.36,1.71,5,10,19,4.84,5.04,2.97,4,4,4,1.54,2.39,1.12,18,14,24,2.05,1.85,1.05,14,17,25,11295677.25,2.5675
2850,新產,2019/12,2022/03/31,2018.0,N,金融業,金融,保險,B,55.86,↑,,,,,66.03,66.92,62.61,46.81,,,,,,,2019,2019/12,2022/03/31,2018.0,N,金融業,金融,保險,98.37,37.5,96.2,41.85,,75.0,79.89,9.24,59.24,55.98,,9.24,54.89,60.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安永聯合,7.5,6.84,3.36,4,4,4,2.5,3.32,1.47,10,11,22,3.75,3.42,1.68,7,10,18,4.03,4.85,2.51,4,4,4,1.5,2.39,1.11,20,12,24,1.5,1.76,0.8,20,17,27,12227768.0,2.6574999999999998
2850,新產,2018/12,2022/03/31,2017.0,N,金融業,金融,保險,B-,49.99,↑,,,,,65.74,66.87,63.78,33.0,,,,,,,2018,2018/12,2022/03/31,2017.0,N,金融業,金融,保險,98.35,39.01,92.86,43.41,,73.08,80.77,4.95,65.38,64.29,,3.85,3.85,62.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安永聯合,10.0,30.4,17.67,4,3,3,2.5,3.95,1.37,11,11,26,5.0,15.2,8.83,2,1,1,7.09,26.28,15.84,4,2,4,1.49,2.69,1.05,18,14,29,3.47,12.63,7.62,5,1,2,11248283.0,3.77
2850,新產,2017/12,2022/03/31,2016.0,N,金融業,金融,保險,C,45.7,↑,,,,,65.83,66.15,53.47,33.28,,,,,,,2017,2017/12,2022/03/31,2016.0,N,金融業,金融,保險,97.25,41.21,87.36,43.96,,73.08,43.96,6.04,65.38,77.47,,2.75,3.3,64.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安永聯合,10.26,32.51,17.81,4,2,3,2.56,3.26,1.26,9,9,29,5.13,16.25,8.9,2,1,1,8.2,27.5,15.95,4,2,4,1.4,2.32,0.97,19,16,31,3.27,13.22,7.61,5,1,1,8479657.0,2.545
2850,新產,2016/12,2022/03/31,2015.0,N,金融業,金融,保險,C-,43.06,-,,,,,66.67,64.98,48.46,32.41,,,,,,,2016,2016/12,2022/03/31,2015.0,N,金融業,金融,保險,89.67,45.11,82.07,46.74,,36.96,42.39,2.72,63.59,76.63,,0.54,6.52,60.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安永聯合,10.0,33.72,17.83,4,2,3,2.5,3.44,1.24,9,9,26,3.75,13.59,7.7,3,1,1,8.33,28.22,15.85,4,2,4,1.4,2.37,0.95,21,14,28,2.8,12.05,6.99,8,1,2,7748992.5,2.35
2851,中再保,2022/12,2022/11/01,2021.0,Y,金融業,金融,保險,B+,64.21,↑,,,,,100.0,64.42,74.82,54.48,,,,,,,2022,2022/12,2022/11/01,2021.0,Y,金融業,金融,保險,97.13,30.46,94.83,36.21,63.72,35.06,83.91,69.54,91.38,90.23,68.73,27.01,53.45,68.97,68.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,資誠聯合,17.95,7.65,14.45,3,3,3,2.56,0.29,0.25,6,31,32,1.28,0.21,0.03,20,35,44,20.74,12.19,16.18,2,3,3,2.39,2.84,1.75,8,10,20,0.96,0.12,0.03,33,48,64,14840416.5,0.545
2851,中再保,2021/12,2022/03/31,2020.0,Y,金融業,金融,保險,B,56.88,-,,,,,100.0,65.01,55.82,55.73,,,,,,,2021,2021/12,2022/03/31,2020.0,Y,金融業,金融,保險,96.02,33.52,92.61,38.07,64.88,35.23,30.11,73.3,80.11,90.34,65.01,24.43,55.11,73.86,69.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,資誠聯合,17.95,7.88,14.56,3,3,3,1.28,0.22,0.03,17,34,45,1.28,0.22,0.03,17,34,45,19.38,11.95,16.32,3,3,3,2.04,3.24,1.62,14,8,19,1.02,0.12,0.03,29,48,63,16257809.5,3.1375
2851,中再保,2020/12,2022/03/31,2019.0,N,金融業,金融,保險,B,57.16,-,,,,,100.0,63.29,58.68,54.17,,,,,,,2020,2020/12,2022/03/31,2019.0,N,金融業,金融,保險,89.44,36.67,86.11,41.11,63.16,36.11,36.11,75.0,78.33,98.33,64.95,26.67,52.22,73.33,64.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,資誠聯合,17.5,6.79,14.1,3,3,3,2.5,1.6,1.86,10,17,17,1.25,0.17,0.03,18,33,41,24.19,13.25,17.03,2,3,3,5.64,4.79,3.32,1,8,13,1.03,0.09,0.02,25,48,63,11615884.0,2.6525
2851,中再保,2019/12,2022/03/31,2018.0,N,金融業,金融,保險,B,56.55,↓,,,,,66.67,59.79,56.32,55.91,,,,,,,2019,2019/12,2022/03/31,2018.0,N,金融業,金融,保險,85.33,37.5,71.2,41.85,,36.96,38.04,71.2,63.04,95.11,,29.89,54.89,76.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,資誠聯合,15.0,6.92,14.14,3,3,3,2.5,1.41,1.78,10,17,17,2.5,1.1,2.69,10,18,12,23.39,13.89,17.18,2,3,3,6.0,4.84,3.3,1,8,11,2.0,1.03,2.52,13,20,14,10870519.0,2.0425
2851,中再保,2018/12,2022/03/31,2017.0,N,金融業,金融,保險,B+,60.23,↑,,,,,66.67,63.98,61.6,58.01,,,,,,,2018,2018/12,2022/03/31,2017.0,N,金融業,金融,保險,87.36,39.01,88.46,43.41,,73.08,37.91,70.33,78.57,93.96,,36.26,56.04,77.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,資誠聯合,15.0,7.5,14.45,3,4,4,3.75,1.66,2.04,4,15,17,2.5,1.19,2.81,11,17,13,22.83,15.33,17.4,3,4,3,7.43,5.66,3.47,1,5,10,1.98,1.07,2.62,15,19,15,10797079.0,2.0175
2851,中再保,2017/12,2022/03/31,2016.0,N,金融業,金融,保險,B,56.49,↓,,,,,66.67,57.7,60.36,52.65,,,,,,,2017,2017/12,2022/03/31,2016.0,N,金融業,金融,保險,68.68,41.21,70.88,43.96,,73.08,43.96,65.93,74.73,72.53,,14.29,57.14,76.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,資誠聯合,15.38,7.19,14.71,3,4,4,2.56,0.27,0.26,9,35,37,2.56,1.15,3.01,9,16,11,27.87,15.07,17.83,2,4,3,7.48,4.87,2.68,1,9,16,1.87,0.6,1.52,15,30,25,8708234.25,2.5175
2851,中再保,2016/12,2022/03/31,2015.0,N,金融業,金融,保險,B+,61.52,-,,,,,66.67,69.06,62.67,58.5,,,,,,,2016,2016/12,2022/03/31,2015.0,N,金融業,金融,保險,98.37,45.11,95.11,46.74,,75.54,42.39,63.04,84.24,89.67,,40.76,56.52,74.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,資誠聯合,15.0,7.23,15.23,3,4,4,2.5,0.27,0.27,9,34,33,2.5,1.07,2.36,9,19,15,26.67,15.22,17.75,2,4,3,7.48,0.97,1.0,1,21,27,1.4,0.51,1.09,21,29,26,8040532.75,1.3225
2852,第一保,2022/12,2022/11/01,2021.0,Y,金融業,金融,保險,B-,49.99,↓,,,,,100.0,62.8,39.3,56.4,,,,,,,2022,2022/12,2022/11/01,2021.0,Y,金融業,金融,保險,90.23,30.46,89.08,36.21,66.72,35.06,30.46,22.99,13.22,61.49,61.16,56.9,53.45,51.15,64.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,53.85,55.56,55.85,1,1,1,1.28,0.07,0.01,20,44,47,1.28,0.07,0.01,20,44,47,34.07,46.71,47.29,1,1,1,0.48,0.04,0.01,49,64,72,0.96,0.08,0.01,33,53,69,4690613.75,2.1625
2852,第一保,2021/12,2022/03/31,2020.0,Y,金融業,金融,保險,B,53.61,-,,,,,100.0,60.31,53.44,52.02,,,,,,,2021,2021/12,2022/03/31,2020.0,Y,金融業,金融,保險,78.41,33.52,81.25,38.07,67.79,35.23,68.75,7.95,44.89,60.8,61.58,32.39,55.11,54.55,66.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,51.28,53.2,55.48,1,1,1,1.28,0.07,0.01,17,46,49,1.28,0.07,0.01,17,46,49,32.56,44.51,47.16,1,1,1,0.51,0.04,0.01,45,60,69,0.51,0.04,0.01,45,60,69,4076994.25,1.9425
2852,第一保,2020/12,2022/03/31,2019.0,Y,金融業,金融,保險,B,56.76,↑,,,,,100.0,64.58,58.93,52.74,,,,,,,2020,2020/12,2022/03/31,2019.0,Y,金融業,金融,保險,83.33,36.67,92.78,41.11,67.92,36.11,77.78,7.22,52.78,67.22,65.7,36.11,52.22,56.67,65.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,50.0,50.53,54.43,1,1,1,1.25,0.06,0.01,18,40,43,1.25,0.06,0.01,18,40,43,32.26,45.05,47.26,1,1,1,0.51,0.03,0.01,41,59,67,0.51,0.03,0.01,41,59,67,3986645.25,0.8066666666666666
2852,第一保,2019/12,2022/03/31,2018.0,Y,金融業,金融,保險,B-,51.95,-,,,,,66.35,62.03,46.37,54.42,,,,,,,2019,2019/12,2022/03/31,2018.0,Y,金融業,金融,保險,84.24,37.5,84.24,41.85,,36.96,38.04,4.89,55.98,75.54,,39.67,54.89,60.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,52.5,50.29,53.97,1,1,1,1.25,0.06,0.01,17,42,43,1.25,0.06,0.01,17,42,43,36.29,44.92,46.61,1,1,1,0.5,0.03,0.01,39,59,66,0.5,0.03,0.01,39,59,66,4378157.5,2.6825
2852,第一保,2018/12,2022/03/31,2017.0,Y,金融業,金融,保險,B-,51.86,↓,,,,,66.2,46.88,48.65,56.08,,,,,,,2018,2018/12,2022/03/31,2017.0,Y,金融業,金融,保險,70.88,39.01,13.74,43.41,,35.71,37.91,6.04,57.14,96.15,,43.96,56.04,62.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,47.5,31.13,39.63,1,1,1,1.25,0.07,0.01,19,41,45,1.25,0.07,0.01,19,41,45,32.28,25.04,32.65,1,3,1,0.5,0.03,0.01,42,55,65,0.5,0.03,0.01,42,55,65,4366863.5,2.5775
2852,第一保,2017/12,2022/03/31,2016.0,N,金融業,金融,保險,B,52.62,-,,,,,65.83,50.9,51.12,54.44,,,,,,,2017,2017/12,2022/03/31,2016.0,N,金融業,金融,保險,87.36,41.21,15.93,43.96,,35.71,43.96,4.95,59.89,99.45,,40.11,57.14,58.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,48.72,26.27,39.78,1,3,1,1.28,0.07,0.01,18,41,45,1.28,0.07,0.01,18,41,45,35.25,22.05,32.87,1,3,2,0.47,0.03,0.01,43,55,68,0.47,0.03,0.01,43,55,68,4171107.75,1.96
2852,第一保,2016/12,2022/03/31,2015.0,N,金融業,金融,保險,B,54.83,-,,,,,66.67,59.48,54.69,53.74,,,,,,,2016,2016/12,2022/03/31,2015.0,N,金融業,金融,保險,69.02,45.11,73.37,46.74,,36.96,42.39,63.04,51.63,86.41,,39.13,56.52,57.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,47.5,24.12,39.16,1,3,1,1.25,0.08,0.01,20,40,44,1.25,0.08,0.01,20,40,44,36.67,20.96,32.83,1,3,2,0.47,0.04,0.01,42,54,66,0.47,0.04,0.01,42,54,66,3561252.5,1.8925
2855,統一證,2022/12,2022/11/01,2021.0,Y,金融業,金融,投資銀行與經紀商,B+,57.95,-,,,,,90.33,69.22,64.15,49.34,,,,,,,2022,2022/12,2022/11/01,2021.0,Y,金融業,金融,投資銀行與經紀商,85.63,65.52,95.98,36.21,64.38,35.06,83.91,97.13,67.24,1.72,62.52,31.61,53.45,51.15,61.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,資誠聯合,18.18,40.77,39.01,3,2,2,4.55,11.39,8.93,5,4,5,9.09,20.39,19.5,1,3,3,23.08,39.47,42.79,2,1,1,1.59,14.88,16.09,11,2,2,7.14,18.87,19.92,1,1,1,26259551.75,0.685
