代號,名稱,TESG評等季度_x,TESG評等公告日_x,採用永續報告書年度_x,採用永續報告書是否驗證_x,交易所產業名_x,SASB主產業_x,SASB子產業_x,TESG等級,TESG分數,TESG升降等,TESG全產業排名,TESG_SASB主產業排名,TESG_SASB子產業排名,TESG_交易所產業排名,事件雷達轉換計分,環境構面分數,社會構面分數,公司治理構面分數,環境構面_SASB主產業排名,環境構面_SASB子產業排名,社會構面_SASB主產業排名,社會構面_SASB子產業排名,公司治理構面_SASB主產業排名,公司治理構面_SASB子產業排名,年度,TESG評等季度_y,TESG評等公告日_y,採用永續報告書年度_y,採用永續報告書是否驗證_y,交易所產業名_y,SASB主產業_y,SASB子產業_y,溫室氣體排放_分數,能源管理_分數,用水及廢水管理_分數,廢棄物及有毒物質管理_分數,環境構面揭露項_分數,人權及社區關係_分數,資料安全_分數,產品品質及安全_分數,員工資訊統計_分數,員工健康及安全_分數,社會構面揭露項_分數,控制股權與席次_分數,公平對待利害關係人_分數,公司治理資訊透明度_分數,公司治理構面揭露項_分數,管理領導_分數,商業模式和創新程度_分數,溫室氣體排放_SASB主產業排名,溫室氣體排放_SASB子產業排名,能源管理_SASB主產業排名,能源管理_SASB子產業排名,用水及廢水管理_SASB主產業排名,用水及廢水管理_SASB子產業排名,廢棄物及有毒物質管理_SASB主產業排名,廢棄物及有毒物質管理_SASB子產業排名,環境構面揭露項_SASB主產業排名,環境構面揭露項_SASB子產業排名,人權及社區關係_SASB主產業排名,人權及社區關係_SASB子產業排名,資料安全_SASB主產業排名,資料安全_SASB子產業排名,產品品質及安全_SASB主產業排名,產品品質及安全_SASB子產業排名,員工資訊統計_SASB主產業排名,員工資訊統計_SASB子產業排名,員工健康及安全_SASB主產業排名,員工健康及安全_SASB子產業排名,社會構面揭露項_SASB主產業排名,社會構面揭露項_SASB子產業排名,控制權與席次_SASB主產業排名,控制權與席次_SASB子產業排名,公平對待利害關係人_SASB主產業排名,公平對待利害關係人_SASB子產業排名,公司治理資訊透明度_SASB主產業排名,公司治理資訊透明度_SASB子產業排名,公司治理構面揭露項_SASB主產業排名,公司治理構面揭露項_SASB子產業排名,管理領導_SASB主產業排名,管理領導_SASB子產業排名,商業模式和創新程度_SASB主產業排名,商業模式和創新程度_SASB子產業排名,簽證事務所,事務所_產業市佔率_家數／上市櫃興櫃家數 %,事務所_產業市佔率_營收／上市櫃興櫃營收 %,事務所_產業市佔率_資產／上市櫃興櫃資產 %,事務所_產業市佔率排名_家數(上市櫃興櫃),事務所_產業市佔率排名_營收(上市櫃興櫃),事務所_產業市佔率排名_資產(上市櫃興櫃),CPA1_產業市佔率_家數／上市櫃興櫃家數 %,CPA1_產業市佔率_營收／上市櫃興櫃營收 %,CPA1_產業市佔率_資產／上市櫃興櫃資產 %,CPA1_產業市佔率排名_家數(上市櫃興櫃),CPA1_產業市佔率排名_營收(上市櫃興櫃),CPA1_產業市佔率排名_資產(上市櫃興櫃),CPA2_產業市佔率_家數／上市櫃興櫃家數 %,CPA2_產業市佔率_營收／上市櫃興櫃營收 %,CPA2_產業市佔率_資產／上市櫃興櫃資產 %,CPA2_產業市佔率排名_家數(上市櫃興櫃),CPA2_產業市佔率排名_營收(上市櫃興櫃),CPA2_產業市佔率排名_資產(上市櫃興櫃),事務所_產業市佔率_家數／公發家數 %,事務所_產業市佔率_營收／公發營收 %,事務所_產業市佔率_資產／公發資產 %,事務所_產業市佔率排名_家數(公發),事務所_產業市佔率排名_營收(公發),事務所_產業市佔率排名_資產(公發),CPA1_產業市佔率_家數／公發家數 %,CPA1_產業市佔率_營收／公發營收 %,CPA1_產業市佔率_資產／公發資產 %,CPA1_產業市佔率排名_家數(公發),CPA1_產業市佔率排名_營收(公發),CPA1_產業市佔率排名_資產(公發),CPA2_產業市佔率_家數／公發家數 %,CPA2_產業市佔率_營收／公發營收 %,CPA2_產業市佔率_資產／公發資產 %,CPA2_產業市佔率排名_家數(公發),CPA2_產業市佔率排名_營收(公發),CPA2_產業市佔率排名_資產(公發),市值_avg,ROA_avg
2816,旺旺保,2016/12,2022/03/31,2015.0,N,金融業,金融,保險,B+,56.9,-,,,,,33.33,60.3,61.97,64.2,,,,,,,2016,2016/12,2022/03/31,2015.0,N,金融業,金融,保險,74.46,45.11,72.28,46.74,,36.96,89.13,1.63,55.98,71.2,,77.72,56.52,60.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,22.5,34.77,27.3,2,1,2,5.0,0.74,1.93,2,25,19,3.75,7.74,7.21,3,3,3,26.67,35.52,33.35,2,1,1,5.61,5.19,7.37,2,8,1,2.8,7.66,5.1,8,3,5,2874960.0,0.7949999999999999
2820,華票,2022/12,2022/11/01,2021.0,Y,金融業,金融,商業銀行,B,55.48,-,,,,,88.91,61.42,59.42,50.33,,,,,,,2022,2022/12,2022/11/01,2021.0,Y,金融業,金融,商業銀行,94.83,30.46,82.18,36.21,62.92,74.14,30.46,69.54,93.1,79.89,62.78,13.22,53.45,68.97,65.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,53.85,55.56,55.85,1,1,1,3.85,1.01,3.29,3,17,13,5.13,1.21,3.1,1,15,15,34.07,46.71,47.29,1,1,1,2.39,1.18,3.1,8,20,12,2.39,1.06,2.44,8,22,15,21386638.0,0.345
2820,華票,2021/12,2022/03/31,2020.0,Y,金融業,金融,商業銀行,B,56.45,↓,,,,,88.66,65.52,60.27,50.6,,,,,,,2021,2021/12,2022/03/31,2020.0,Y,金融業,金融,商業銀行,99.43,33.52,94.89,38.07,62.65,76.7,30.11,73.3,93.75,80.11,63.57,5.11,55.11,73.86,68.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,51.28,53.2,55.48,1,1,1,5.13,1.71,5.44,2,15,5,6.41,5.0,3.48,1,6,12,32.56,44.51,47.16,1,1,1,3.57,1.64,5.12,4,18,6,4.08,4.67,3.11,2,7,11,21907035.0,0.5425
2820,華票,2020/12,2022/03/31,2019.0,Y,金融業,金融,商業銀行,B+,58.31,-,,,,,99.59,66.54,65.25,49.82,,,,,,,2020,2020/12,2022/03/31,2019.0,Y,金融業,金融,商業銀行,96.11,36.67,93.89,41.11,65.32,78.33,36.11,75.0,96.11,95.0,66.94,3.89,52.22,73.33,69.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,50.0,50.53,54.43,1,1,1,6.25,1.71,5.7,1,15,5,6.25,5.15,3.43,1,6,12,32.26,45.05,47.26,1,1,1,3.59,1.59,4.91,8,18,5,4.1,5.04,3.11,3,7,14,19741512.0,0.47
2820,華票,2019/12,2022/03/31,2018.0,Y,金融業,金融,商業銀行,B+,57.24,-,,,,,66.67,63.35,63.48,49.94,,,,,,,2019,2019/12,2022/03/31,2018.0,Y,金融業,金融,商業銀行,95.11,37.5,80.43,41.85,,85.33,38.04,71.2,90.22,86.41,,5.98,54.89,76.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,52.5,50.29,53.97,1,1,1,6.25,1.9,5.54,1,15,7,6.25,5.04,3.48,1,6,11,36.29,44.92,46.61,1,1,1,3.5,1.69,4.7,8,18,8,4.0,4.99,3.13,4,7,13,19959743.0,0.395
2820,華票,2018/12,2022/03/31,2017.0,Y,金融業,金融,商業銀行,B+,59.12,-,,,,,66.67,66.25,64.78,52.1,,,,,,,2018,2018/12,2022/03/31,2017.0,Y,金融業,金融,商業銀行,92.86,39.01,95.05,43.41,,86.26,37.91,70.33,93.96,95.05,,12.64,56.04,77.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,47.5,31.13,39.63,1,1,1,2.5,0.85,1.95,11,22,19,7.5,0.61,1.61,1,26,23,32.28,25.04,32.65,1,3,1,1.49,0.82,1.77,18,27,20,2.97,0.3,0.76,9,34,32,19120393.0,0.4125
2820,華票,2017/12,2022/03/31,2016.0,N,金融業,金融,商業銀行,B+,59.75,-,,,,,66.67,66.97,66.37,51.83,,,,,,,2017,2017/12,2022/03/31,2016.0,N,金融業,金融,商業銀行,90.66,41.21,98.35,43.96,,86.26,43.96,65.93,95.05,95.05,,10.99,57.14,76.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,48.72,26.27,39.78,1,3,1,2.56,0.75,1.93,9,24,19,7.69,0.61,1.61,1,28,25,35.25,22.05,32.87,1,3,2,1.4,0.68,1.7,19,27,21,2.8,0.29,0.75,9,38,35,19842234.0,0.3975
2820,華票,2016/12,2022/03/31,2015.0,N,金融業,金融,商業銀行,B+,58.78,-,,,,,66.67,64.78,65.12,51.43,,,,,,,2016,2016/12,2022/03/31,2015.0,N,金融業,金融,商業銀行,77.72,45.11,92.93,46.74,,85.33,42.39,63.04,92.93,94.02,,12.5,56.52,74.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,47.5,24.12,39.16,1,3,1,2.5,0.76,1.91,9,24,20,7.5,0.66,1.66,1,27,23,36.67,20.96,32.83,1,3,2,1.4,0.67,1.67,21,26,23,3.27,0.47,0.87,6,30,30,16787000.0,0.53
2832,台產,2022/12,2022/11/01,2021.0,Y,金融業,金融,保險,B+,58.16,-,,,,,90.7,56.01,63.03,54.27,,,,,,,2022,2022/12,2022/11/01,2021.0,Y,金融業,金融,保險,64.94,30.46,79.89,36.21,65.43,82.76,66.67,18.97,44.83,89.08,65.43,51.72,53.45,51.15,60.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,53.85,55.56,55.85,1,1,1,5.13,5.13,3.31,1,6,12,3.85,0.08,0.07,3,40,42,34.07,46.71,47.29,1,1,1,3.35,4.57,3.01,2,8,13,1.44,0.05,0.03,21,61,63,7302857.5,2.0975
2832,台產,2021/12,2022/03/31,2020.0,Y,金融業,金融,保險,B+,57.89,↑,,,,,100.0,53.83,65.97,51.58,,,,,,,2021,2021/12,2022/03/31,2020.0,Y,金融業,金融,保險,55.11,33.52,73.86,38.07,64.88,91.48,68.75,28.41,43.18,92.61,65.91,10.8,55.11,73.86,66.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,51.28,53.2,55.48,1,1,1,6.41,5.0,3.48,1,6,12,5.13,0.29,0.56,2,33,28,32.56,44.51,47.16,1,1,1,4.08,4.67,3.11,2,7,11,2.04,0.14,0.26,14,45,40,7502067.5,1.86
2832,台產,2020/12,2022/03/31,2019.0,Y,金融業,金融,保險,B,53.88,↑,,,,,100.0,62.19,54.71,50.95,,,,,,,2020,2020/12,2022/03/31,2019.0,Y,金融業,金融,保險,66.11,36.67,95.0,41.11,69.59,90.56,36.11,12.22,79.44,55.0,70.75,12.78,52.22,73.33,65.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,50.0,50.53,54.43,1,1,1,6.25,5.15,3.43,1,6,12,6.25,0.9,2.62,1,18,13,32.26,45.05,47.26,1,1,1,4.1,5.04,3.11,3,7,14,4.1,2.94,3.58,3,9,10,7085537.5,2.23
2832,台產,2019/12,2022/03/31,2018.0,Y,金融業,金融,保險,B-,50.91,↑,,,,,66.67,62.03,47.01,51.57,,,,,,,2019,2019/12,2022/03/31,2018.0,Y,金融業,金融,保險,83.15,37.5,85.33,41.85,,91.85,38.04,5.98,77.72,3.8,,12.5,54.89,76.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,52.5,50.29,53.97,1,1,1,6.25,5.04,3.48,1,6,11,5.0,0.23,0.58,4,32,27,36.29,44.92,46.61,1,1,1,4.0,4.99,3.13,4,7,13,3.0,2.35,1.64,11,13,19,7411517.5,2.5125
2832,台產,2018/12,2022/03/31,2017.0,Y,金融業,金融,保險,C,46.06,-,,,,,66.67,60.48,50.53,38.22,,,,,,,2018,2018/12,2022/03/31,2017.0,Y,金融業,金融,保險,85.16,39.01,71.98,43.41,,96.15,37.91,3.85,59.34,53.3,,9.34,3.85,77.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,47.5,31.13,39.63,1,1,1,3.75,5.37,2.88,4,8,12,7.5,0.61,1.61,1,26,23,32.28,25.04,32.65,1,3,1,2.97,5.21,2.79,9,8,12,2.97,0.3,0.76,9,34,32,7438682.5,2.29
2832,台產,2017/12,2022/03/31,2016.0,Y,金融業,金融,保險,C,44.49,-,,,,,66.67,36.47,53.94,37.95,,,,,,,2017,2017/12,2022/03/31,2016.0,Y,金融業,金融,保險,15.93,41.21,10.44,43.96,,98.35,43.96,3.85,55.49,68.68,,9.34,3.3,76.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,48.72,26.27,39.78,1,3,1,3.85,5.96,2.86,4,7,13,7.69,0.61,1.61,1,28,25,35.25,22.05,32.87,1,3,2,2.8,5.25,2.73,9,8,14,2.8,0.29,0.75,9,38,35,7167032.5,3.1125
2832,台產,2016/12,2022/03/31,2015.0,Y,金融業,金融,保險,C,48.08,-,,,,,66.67,62.74,54.81,38.11,,,,,,,2016,2016/12,2022/03/31,2015.0,Y,金融業,金融,保險,76.63,45.11,83.15,46.74,,98.37,42.39,3.8,52.72,84.24,,9.24,6.52,74.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,47.5,24.12,39.16,1,3,1,7.5,0.66,1.66,1,27,23,3.75,0.27,0.5,3,35,31,36.67,20.96,32.83,1,3,2,3.27,0.47,0.87,6,30,30,2.34,0.46,0.4,12,31,39,7108175.0,1.7025
2834,臺企銀,2022/12,2022/11/01,2021.0,Y,金融業,金融,商業銀行,A,65.1,-,,,,,94.45,62.91,68.14,62.9,,,,,,,2022,2022/12,2022/11/01,2021.0,Y,金融業,金融,商業銀行,8.62,82.76,72.99,86.21,63.72,98.28,66.67,28.16,81.61,83.33,61.98,58.05,53.45,68.97,71.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,20.51,36.09,28.85,2,2,2,2.56,10.97,7.69,6,3,2,3.85,0.57,1.48,3,27,23,20.0,34.37,31.41,3,2,2,2.87,9.27,5.35,3,3,5,2.39,0.6,0.81,8,30,31,98523153.5,0.2875
2834,臺企銀,2021/12,2022/03/31,2020.0,Y,金融業,金融,商業銀行,A,68.47,↓,,,,,94.45,72.12,71.03,65.17,,,,,,,2021,2021/12,2022/03/31,2020.0,Y,金融業,金融,商業銀行,86.93,82.39,87.5,38.07,67.3,99.43,68.75,39.2,90.34,84.66,61.31,60.8,55.11,73.86,70.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,23.08,38.17,29.12,2,2,2,5.13,0.65,1.73,2,26,20,2.56,0.48,1.51,6,28,24,20.93,35.53,31.31,2,2,2,3.06,0.61,0.94,5,30,30,2.55,0.52,1.85,9,31,18,74008992.75,0.17
2834,臺企銀,2020/12,2022/03/31,2019.0,Y,金融業,金融,商業銀行,A+,71.35,-,,,,,99.59,76.97,75.91,65.72,,,,,,,2020,2020/12,2022/03/31,2019.0,Y,金融業,金融,商業銀行,93.89,88.33,96.11,41.11,68.28,99.44,77.78,37.78,89.44,90.56,67.68,66.11,52.22,73.33,71.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,22.5,35.84,27.67,2,2,2,6.25,10.82,7.78,1,3,2,2.5,0.4,1.43,10,28,24,21.77,36.04,31.17,3,2,2,4.1,9.93,5.54,3,3,4,3.08,0.52,1.81,10,28,19,72609836.75,0.1675
2834,臺企銀,2019/12,2022/03/31,2018.0,Y,金融業,金融,商業銀行,A+,70.55,-,,,,,65.39,74.26,75.19,68.14,,,,,,,2019,2019/12,2022/03/31,2018.0,Y,金融業,金融,商業銀行,90.76,90.76,89.67,41.85,,99.46,79.89,29.35,91.85,96.2,,61.41,54.89,94.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,22.5,35.83,28.15,2,2,2,5.0,10.4,7.71,4,3,3,5.0,4.8,6.23,4,7,5,22.58,35.74,32.12,3,2,2,3.5,9.47,5.48,8,3,5,4.0,4.63,5.26,4,9,6,86199704.0,0.265
2834,臺企銀,2018/12,2022/03/31,2017.0,Y,金融業,金融,商業銀行,A+,67.27,-,,,,,63.89,58.73,73.61,65.56,,,,,,,2018,2018/12,2022/03/31,2017.0,Y,金融業,金融,商業銀行,9.34,93.41,84.07,43.41,,99.45,80.77,26.37,90.66,82.97,,66.48,56.04,77.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,25.0,30.84,27.83,2,2,2,3.75,6.67,7.34,4,4,2,3.75,0.58,1.54,4,28,24,23.62,32.62,32.4,2,1,2,2.97,7.44,5.28,9,3,4,4.46,2.23,4.87,3,17,7,62152814.75,0.3075
2834,臺企銀,2017/12,2022/03/31,2016.0,Y,金融業,金融,商業銀行,A+,67.86,-,,,,,63.33,61.3,74.2,66.25,,,,,,,2017,2017/12,2022/03/31,2016.0,Y,金融業,金融,商業銀行,13.74,89.01,97.25,43.96,,99.45,85.16,21.98,84.07,86.26,,68.68,57.14,76.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,23.08,33.91,27.26,2,1,2,3.85,7.35,7.15,4,4,4,5.13,0.67,1.85,2,27,22,27.87,35.33,33.15,2,1,1,2.8,7.43,5.1,9,2,5,4.67,2.5,5.12,2,14,4,50855574.75,0.2375
2834,臺企銀,2016/12,2022/03/31,2015.0,Y,金融業,金融,商業銀行,A+,72.49,-,,,,,62.5,73.75,80.6,70.18,,,,,,,2016,2016/12,2022/03/31,2015.0,Y,金融業,金融,商業銀行,84.24,94.02,85.33,46.74,,99.46,89.13,63.04,89.67,87.5,,69.02,56.52,92.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,22.5,34.77,27.3,2,1,2,3.75,7.74,7.21,3,3,3,5.0,0.74,1.93,2,25,19,26.67,35.52,33.35,2,1,1,2.8,7.66,5.1,8,3,5,5.61,5.19,7.37,2,8,1,47802314.0,0.2225
2836,高雄銀,2022/12,2022/11/01,2021.0,Y,金融業,金融,商業銀行,A+,74.67,↑,,,,,100.0,72.53,78.66,71.58,,,,,,,2022,2022/12,2022/11/01,2021.0,Y,金融業,金融,商業銀行,69.54,68.97,64.94,86.21,72.88,99.43,83.91,69.54,61.49,82.18,72.77,91.38,53.45,68.97,72.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,國富浩華聯合,2.56,0.12,0.34,5,5,5,1.28,0.06,0.17,20,46,36,1.28,0.06,0.17,20,46,36,0.74,0.06,0.15,5,5,5,0.48,0.03,0.08,49,65,52,0.48,0.03,0.08,49,65,52,15795059.0,0.23
2836,高雄銀,2021/12,2022/03/31,2020.0,N,金融業,金融,商業銀行,B+,62.82,-,,,,,99.87,57.9,61.48,65.32,,,,,,,2021,2021/12,2022/03/31,2020.0,N,金融業,金融,商業銀行,71.02,33.52,69.32,38.07,72.66,96.02,30.11,73.3,88.07,64.2,69.39,86.36,55.11,54.55,65.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,國富浩華聯合,2.56,0.11,0.36,5,5,5,1.28,0.06,0.18,17,48,38,1.28,0.06,0.18,17,48,38,0.78,0.05,0.17,5,5,5,0.51,0.03,0.08,45,65,53,0.51,0.03,0.08,45,65,53,12705117.75,0.2025
2836,高雄銀,2020/12,2022/03/31,2019.0,N,金融業,金融,商業銀行,B+,62.71,-,,,,,99.79,63.34,58.41,66.48,,,,,,,2020,2020/12,2022/03/31,2019.0,N,金融業,金融,商業銀行,83.33,36.67,80.56,41.11,72.11,93.89,36.11,8.33,93.89,79.44,69.12,88.89,52.22,56.67,68.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,國富浩華聯合,2.5,0.1,0.37,5,5,5,1.25,0.05,0.18,18,42,34,1.25,0.05,0.18,18,42,34,0.81,0.05,0.17,5,5,5,0.51,0.03,0.09,41,62,49,0.51,0.03,0.09,41,62,49,10633511.0,0.18
2836,高雄銀,2019/12,2022/03/31,2018.0,N,金融業,金融,商業銀行,B+,60.89,-,,,,,66.35,58.56,55.86,66.1,,,,,,,2019,2019/12,2022/03/31,2018.0,N,金融業,金融,商業銀行,72.83,37.5,77.17,41.85,,78.26,38.04,7.07,96.2,80.43,,86.41,54.89,60.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,國富浩華聯合,2.5,0.12,0.39,5,5,5,1.25,0.06,0.2,17,40,35,1.25,0.06,0.2,17,40,35,0.81,0.06,0.18,5,5,5,0.5,0.03,0.09,39,57,49,0.5,0.03,0.09,39,57,49,10264495.75,0.1775
2836,高雄銀,2018/12,2022/03/31,2017.0,N,金融業,金融,商業銀行,B+,59.82,↓,,,,,66.2,56.15,55.48,64.74,,,,,,,2018,2018/12,2022/03/31,2017.0,N,金融業,金融,商業銀行,65.38,39.01,68.68,43.41,,77.47,37.91,8.79,98.35,74.18,,83.52,56.04,57.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,國富浩華聯合,2.5,0.13,0.42,5,5,5,1.25,0.07,0.21,19,43,37,1.25,0.07,0.21,19,43,37,0.79,0.06,0.19,5,5,5,0.5,0.03,0.1,42,57,46,0.5,0.03,0.1,42,57,46,9527476.75,0.1
2836,高雄銀,2017/12,2022/03/31,2016.0,N,金融業,金融,商業銀行,A,62.18,-,,,,,65.83,52.13,59.24,67.48,,,,,,,2017,2017/12,2022/03/31,2016.0,N,金融業,金融,商業銀行,21.43,41.21,88.46,43.96,,79.67,43.96,30.22,96.15,69.78,,85.71,57.14,64.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,國富浩華聯合,2.56,0.12,0.44,5,5,5,1.28,0.06,0.22,18,43,39,1.28,0.06,0.22,18,43,39,0.82,0.06,0.2,5,5,5,0.47,0.03,0.1,43,61,46,0.47,0.03,0.1,43,61,46,9630941.0,0.14750000000000002
2836,高雄銀,2016/12,2022/03/31,2015.0,N,金融業,金融,商業銀行,A,63.91,-,,,,,66.67,65.6,58.65,68.28,,,,,,,2016,2016/12,2022/03/31,2015.0,N,金融業,金融,商業銀行,85.33,45.11,89.67,46.74,,36.96,42.39,63.04,95.11,79.89,,79.89,56.52,74.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,國富浩華聯合,2.5,0.14,0.47,5,5,5,1.25,0.07,0.23,20,42,36,1.25,0.07,0.23,20,42,36,0.83,0.06,0.21,5,5,5,0.47,0.03,0.11,42,58,44,0.47,0.03,0.11,42,58,44,7166558.5,0.155
2838,聯邦銀,2022/12,2022/11/01,2021.0,Y,金融業,金融,商業銀行,B+,63.47,↑,,,,,98.1,53.86,61.08,68.16,,,,,,,2022,2022/12,2022/11/01,2021.0,Y,金融業,金融,商業銀行,83.33,77.59,7.47,36.21,61.98,35.06,66.67,69.54,44.83,64.94,66.72,78.74,53.45,68.97,71.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,53.85,55.56,55.85,1,1,1,5.13,1.21,3.1,1,15,15,2.56,0.99,2.63,6,19,17,34.07,46.71,47.29,1,1,1,2.39,1.06,2.44,8,22,15,1.91,0.94,2.23,15,24,18,54537651.5,0.2275
2838,聯邦銀,2021/12,2022/03/31,2020.0,Y,金融業,金融,商業銀行,B,56.03,-,,,,,93.95,65.47,37.22,70.75,,,,,,,2021,2021/12,2022/03/31,2020.0,Y,金融業,金融,商業銀行,60.8,82.39,33.52,88.07,63.31,35.23,1.7,17.61,48.3,83.52,67.55,81.25,55.11,73.86,72.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,51.28,53.2,55.48,1,1,1,1.28,0.2,0.53,17,37,29,2.56,0.95,2.57,6,17,16,32.56,44.51,47.16,1,1,1,0.51,0.1,0.25,45,49,42,2.55,0.96,2.27,9,22,15,38482021.0,0.355
2838,聯邦銀,2020/12,2022/03/31,2019.0,N,金融業,金融,商業銀行,B,52.02,↓,,,,,95.85,61.49,35.68,64.46,,,,,,,2020,2020/12,2022/03/31,2019.0,N,金融業,金融,商業銀行,92.78,76.67,33.89,41.11,62.64,36.11,2.78,14.44,47.22,77.78,63.93,82.78,52.22,56.67,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,50.0,50.53,54.43,1,1,1,1.25,0.17,0.5,18,32,28,2.5,0.86,2.47,10,19,15,32.26,45.05,47.26,1,1,1,0.51,0.09,0.24,41,49,40,2.05,0.95,2.22,14,22,17,31180934.75,0.2625
2838,聯邦銀,2019/12,2022/03/31,2018.0,N,金融業,金融,商業銀行,B+,58.24,↓,,,,,66.03,59.99,47.65,67.46,,,,,,,2019,2019/12,2022/03/31,2018.0,N,金融業,金融,商業銀行,76.63,82.07,36.41,41.85,,36.96,38.04,24.46,47.28,76.63,,91.85,54.89,60.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,52.5,50.29,53.97,1,1,1,2.5,0.89,2.31,10,20,13,1.25,0.17,0.5,17,33,28,36.29,44.92,46.61,1,1,1,1.5,0.82,1.96,20,24,16,1.5,0.34,0.4,20,31,37,30568012.75,0.3
2838,聯邦銀,2018/12,2022/03/31,2017.0,N,金融業,金融,商業銀行,A,62.4,-,,,,,65.74,59.14,52.94,71.88,,,,,,,2018,2018/12,2022/03/31,2017.0,N,金融業,金融,商業銀行,63.19,86.26,39.56,43.41,,75.27,37.91,22.53,51.1,86.26,,91.76,56.04,77.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,47.5,31.13,39.63,1,1,1,1.25,0.17,0.51,19,36,31,7.5,0.61,1.61,1,26,23,32.28,25.04,32.65,1,3,1,1.49,0.3,0.4,18,35,37,2.97,0.3,0.76,9,34,32,26201006.0,0.3125
2838,聯邦銀,2017/12,2022/03/31,2016.0,N,金融業,金融,商業銀行,A,65.86,-,,,,,65.0,62.23,60.36,72.29,,,,,,,2017,2017/12,2022/03/31,2016.0,N,金融業,金融,商業銀行,73.08,89.01,42.86,43.96,,75.27,43.96,65.93,60.99,84.07,,92.86,57.14,76.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,48.72,26.27,39.78,1,3,1,1.28,0.18,0.47,18,39,33,7.69,0.61,1.61,1,28,25,35.25,22.05,32.87,1,3,2,1.4,0.38,0.38,19,33,39,2.8,0.29,0.75,9,38,35,23928321.5,0.31
2838,聯邦銀,2016/12,2022/03/31,2015.0,N,金融業,金融,商業銀行,A,63.96,-,,,,,64.59,50.82,59.41,71.54,,,,,,,2016,2016/12,2022/03/31,2015.0,N,金融業,金融,商業銀行,7.07,94.02,40.22,46.74,,79.89,42.39,63.04,61.41,77.72,,92.93,56.52,74.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,47.5,24.12,39.16,1,3,1,3.75,0.27,0.5,3,35,31,7.5,0.66,1.66,1,27,23,36.67,20.96,32.83,1,3,2,2.34,0.46,0.4,12,31,39,3.27,0.47,0.87,6,30,30,23250981.5,0.3175
